WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
3.741e-05       2.480e+01+5.944e-01j      1.490e-08-1.871e-10j     -2.673e-01+7.262e-03j
3.755e-05       2.483e+01+5.874e-01j      0.000e+00-4.876e-09j     -2.659e-01+7.149e-03j
3.769e-05       2.487e+01+5.805e-01j      2.980e-08-7.712e-10j     -2.645e-01+7.038e-03j
3.784e-05       2.490e+01+5.736e-01j     -4.470e-08-8.267e-09j     -2.631e-01+6.928e-03j
3.798e-05       2.493e+01+5.667e-01j     -2.980e-08-4.090e-10j     -2.617e-01+6.819e-03j
3.813e-05       2.497e+01+5.600e-01j      2.980e-08+4.593e-09j     -2.603e-01+6.712e-03j
3.827e-05       2.500e+01+5.532e-01j      0.000e+00-1.047e-08j     -2.589e-01+6.606e-03j
3.841e-05       2.503e+01+5.465e-01j     -2.980e-08-2.450e-09j     -2.575e-01+6.502e-03j
3.856e-05       2.507e+01+5.399e-01j     -4.470e-08-7.036e-09j     -2.562e-01+6.399e-03j
3.870e-05       2.510e+01+5.333e-01j     -2.980e-08+4.473e-09j     -2.548e-01+6.298e-03j
3.885e-05       2.514e+01+5.268e-01j     -5.960e-08-1.664e-08j     -2.535e-01+6.198e-03j
3.899e-05       2.517e+01+5.203e-01j      2.980e-08-1.691e-09j     -2.521e-01+6.099e-03j
3.913e-05       2.520e+01+5.139e-01j      2.980e-08+4.441e-09j     -2.508e-01+6.002e-03j
3.928e-05       2.524e+01+5.076e-01j     -5.960e-08-5.079e-09j     -2.495e-01+5.906e-03j
3.942e-05       2.527e+01+5.013e-01j      0.000e+00-7.813e-11j     -2.482e-01+5.811e-03j
3.957e-05       2.531e+01+4.950e-01j     -2.980e-08+5.022e-09j     -2.469e-01+5.718e-03j
3.971e-05       2.534e+01+4.888e-01j     -2.980e-08-3.892e-09j     -2.456e-01+5.626e-03j
3.985e-05       2.537e+01+4.827e-01j      0.000e+00+4.180e-09j     -2.443e-01+5.535e-03j
4.000e-05       2.541e+01+4.766e-01j     -8.941e-08-3.207e-09j     -2.431e-01+5.445e-03j
4.014e-05       2.544e+01+4.705e-01j     -2.980e-08-4.561e-09j     -2.418e-01+5.357e-03j
4.028e-05       2.548e+01+4.645e-01j      2.980e-08-5.737e-10j     -2.406e-01+5.270e-03j
4.043e-05       2.551e+01+4.586e-01j      8.941e-08+8.808e-09j     -2.393e-01+5.184e-03j
4.057e-05       2.554e+01+4.527e-01j      5.960e-08+1.807e-09j     -2.381e-01+5.100e-03j
4.072e-05       2.558e+01+4.469e-01j      0.000e+00+1.209e-09j     -2.369e-01+5.016e-03j
4.086e-05       2.561e+01+4.411e-01j      0.000e+00+1.186e-09j     -2.356e-01+4.934e-03j
4.100e-05       2.565e+01+4.354e-01j      5.960e-08+1.771e-09j     -2.344e-01+4.853e-03j
4.115e-05       2.568e+01+4.297e-01j     -5.960e-08+2.615e-09j     -2.332e-01+4.773e-03j
4.129e-05       2.572e+01+4.241e-01j      5.960e-08+2.620e-09j     -2.320e-01+4.694e-03j
4.144e-05       2.575e+01+4.186e-01j     -5.960e-08-7.334e-10j     -2.309e-01+4.617e-03j
4.158e-05       2.578e+01+4.131e-01j     -2.980e-08-9.768e-10j     -2.297e-01+4.540e-03j
4.172e-05       2.582e+01+4.076e-01j     -2.980e-08-4.817e-09j     -2.285e-01+4.465e-03j
4.187e-05       2.585e+01+4.022e-01j      5.960e-08+4.898e-10j     -2.274e-01+4.390e-03j
4.201e-05       2.589e+01+3.968e-01j     -2.980e-08-3.830e-09j     -2.262e-01+4.317e-03j
4.215e-05       2.592e+01+3.915e-01j      5.960e-08-3.062e-09j     -2.251e-01+4.245e-03j
4.230e-05       2.596e+01+3.863e-01j      0.000e+00-6.423e-10j     -2.239e-01+4.174e-03j
4.244e-05       2.599e+01+3.811e-01j      0.000e+00-3.695e-09j     -2.228e-01+4.104e-03j
4.259e-05       2.603e+01+3.759e-01j      0.000e+00+2.503e-09j     -2.217e-01+4.034e-03j
4.273e-05       2.606e+01+3.708e-01j      2.980e-08+4.469e-09j     -2.206e-01+3.966e-03j
4.287e-05       2.609e+01+3.658e-01j      0.000e+00-6.574e-09j     -2.194e-01+3.899e-03j
4.302e-05       2.613e+01+3.608e-01j      5.960e-08+7.326e-09j     -2.183e-01+3.833e-03j
4.316e-05       2.616e+01+3.559e-01j     -1.490e-07-9.165e-09j     -2.173e-01+3.768e-03j
4.331e-05       2.620e+01+3.510e-01j     -5.960e-08+8.495e-09j     -2.162e-01+3.704e-03j
4.345e-05       2.623e+01+3.461e-01j      5.960e-08+3.785e-09j     -2.151e-01+3.640e-03j
4.359e-05       2.627e+01+3.413e-01j      5.960e-08+2.694e-09j     -2.140e-01+3.578e-03j
4.374e-05       2.630e+01+3.366e-01j     -2.980e-08+8.656e-09j     -2.130e-01+3.517e-03j
4.388e-05       2.633e+01+3.319e-01j      0.000e+00+2.596e-09j     -2.119e-01+3.456e-03j
4.403e-05       2.637e+01+3.272e-01j      8.941e-08+4.374e-09j     -2.109e-01+3.397e-03j
4.417e-05       2.640e+01+3.226e-01j      5.960e-08+6.578e-09j     -2.098e-01+3.338e-03j
4.431e-05       2.644e+01+3.180e-01j     -1.192e-07-8.166e-09j     -2.088e-01+3.280e-03j
4.446e-05       2.647e+01+3.135e-01j      2.980e-08+3.799e-09j     -2.077e-01+3.223e-03j
4.460e-05       2.651e+01+3.091e-01j      2.980e-08+4.837e-09j     -2.067e-01+3.167e-03j
4.474e-05       2.654e+01+3.046e-01j      0.000e+00+3.376e-10j     -2.057e-01+3.112e-03j
4.489e-05       2.658e+01+3.003e-01j     -2.980e-08-6.132e-10j     -2.047e-01+3.057e-03j
4.503e-05       2.661e+01+2.960e-01j      0.000e+00+9.255e-10j     -2.037e-01+3.004e-03j
4.518e-05       2.664e+01+2.917e-01j     -5.960e-08-7.702e-09j     -2.027e-01+2.951e-03j
4.532e-05       2.668e+01+2.874e-01j     -5.960e-08-3.316e-09j     -2.017e-01+2.899e-03j
4.546e-05       2.671e+01+2.833e-01j     -8.941e-08-1.561e-09j     -2.007e-01+2.847e-03j
4.561e-05       2.675e+01+2.791e-01j      0.000e+00-4.881e-11j     -1.998e-01+2.797e-03j
4.575e-05       2.678e+01+2.750e-01j      2.980e-08+3.763e-09j     -1.988e-01+2.747e-03j
4.590e-05       2.681e+01+2.710e-01j      2.980e-08+2.418e-09j     -1.978e-01+2.698e-03j
4.604e-05       2.685e+01+2.670e-01j     -8.941e-08-2.170e-09j     -1.969e-01+2.650e-03j
4.618e-05       2.688e+01+2.630e-01j      5.960e-08+5.011e-09j     -1.959e-01+2.602e-03j
4.633e-05       2.692e+01+2.591e-01j      0.000e+00+4.777e-11j     -1.950e-01+2.556e-03j
4.647e-05       2.695e+01+2.552e-01j     -2.980e-08-1.418e-09j     -1.940e-01+2.510e-03j
4.661e-05       2.699e+01+2.514e-01j      5.960e-08+2.191e-09j     -1.931e-01+2.464e-03j
4.676e-05       2.702e+01+2.476e-01j      1.490e-07-6.721e-09j     -1.922e-01+2.420e-03j
4.690e-05       2.705e+01+2.438e-01j      5.960e-08+5.544e-09j     -1.912e-01+2.376e-03j
4.705e-05       2.709e+01+2.401e-01j      0.000e+00+5.248e-10j     -1.903e-01+2.332e-03j
4.719e-05       2.712e+01+2.364e-01j      2.980e-08-5.670e-09j     -1.894e-01+2.290e-03j
4.733e-05       2.716e+01+2.328e-01j     -2.980e-08-1.873e-09j     -1.885e-01+2.248e-03j
4.748e-05       2.719e+01+2.292e-01j      1.192e-07-1.512e-11j     -1.876e-01+2.206e-03j
4.762e-05       2.722e+01+2.257e-01j     -2.980e-08-1.566e-09j     -1.867e-01+2.166e-03j
4.777e-05       2.726e+01+2.222e-01j      2.980e-08-4.785e-10j     -1.858e-01+2.126e-03j
4.791e-05       2.729e+01+2.187e-01j     -2.980e-08-4.318e-09j     -1.850e-01+2.086e-03j
4.805e-05       2.732e+01+2.153e-01j      2.980e-08+2.484e-09j     -1.841e-01+2.047e-03j
4.820e-05       2.736e+01+2.119e-01j      5.960e-08+3.265e-09j     -1.832e-01+2.009e-03j
4.834e-05       2.739e+01+2.085e-01j     -8.941e-08-5.594e-09j     -1.824e-01+1.971e-03j
4.849e-05       2.743e+01+2.052e-01j     -2.980e-08-2.720e-09j     -1.815e-01+1.934e-03j
4.863e-05       2.746e+01+2.019e-01j      2.980e-08+7.523e-10j     -1.806e-01+1.898e-03j
4.877e-05       2.749e+01+1.987e-01j      0.000e+00-1.666e-09j     -1.798e-01+1.862e-03j
4.892e-05       2.753e+01+1.955e-01j     -8.941e-08-1.790e-09j     -1.789e-01+1.827e-03j
4.906e-05       2.756e+01+1.923e-01j     -2.980e-08+6.854e-09j     -1.781e-01+1.792e-03j
4.920e-05       2.759e+01+1.892e-01j      0.000e+00-7.345e-10j     -1.773e-01+1.758e-03j
4.935e-05       2.763e+01+1.861e-01j      8.941e-08-1.091e-10j     -1.765e-01+1.724e-03j
4.949e-05       2.766e+01+1.831e-01j     -5.960e-08+3.790e-10j     -1.756e-01+1.691e-03j
4.964e-05       2.769e+01+1.801e-01j     -2.980e-08-2.211e-09j     -1.748e-01+1.658e-03j
4.978e-05       2.773e+01+1.771e-01j     -5.960e-08+2.199e-09j     -1.740e-01+1.626e-03j
4.992e-05       2.776e+01+1.741e-01j      0.000e+00-6.081e-11j     -1.732e-01+1.594e-03j
5.007e-05       2.779e+01+1.712e-01j     -2.980e-08-2.047e-09j     -1.724e-01+1.563e-03j
5.021e-05       2.783e+01+1.683e-01j      5.960e-08+2.409e-09j     -1.716e-01+1.532e-03j
5.036e-05       2.786e+01+1.655e-01j     -8.941e-08-4.193e-09j     -1.708e-01+1.502e-03j
5.050e-05       2.789e+01+1.627e-01j     -5.960e-08-3.885e-09j     -1.700e-01+1.472e-03j
5.064e-05       2.793e+01+1.599e-01j     -5.960e-08-5.324e-09j     -1.692e-01+1.443e-03j
5.079e-05       2.796e+01+1.572e-01j     -8.941e-08+1.222e-09j     -1.685e-01+1.414e-03j
5.093e-05       2.799e+01+1.545e-01j      2.980e-08+2.370e-09j     -1.677e-01+1.386e-03j
5.108e-05       2.803e+01+1.518e-01j     -2.980e-08-1.719e-09j     -1.669e-01+1.358e-03j
5.122e-05       2.806e+01+1.491e-01j      1.192e-07+4.662e-09j     -1.662e-01+1.331e-03j
5.136e-05       2.809e+01+1.465e-01j      0.000e+00+1.025e-09j     -1.654e-01+1.304e-03j
5.151e-05       2.813e+01+1.439e-01j     -8.941e-08-1.719e-09j     -1.646e-01+1.277e-03j
5.165e-05       2.816e+01+1.414e-01j      5.960e-08+4.221e-09j     -1.639e-01+1.251e-03j
5.179e-05       2.819e+01+1.389e-01j     -2.980e-08-3.709e-09j     -1.631e-01+1.225e-03j
5.194e-05       2.822e+01+1.364e-01j      2.980e-08+7.857e-10j     -1.624e-01+1.200e-03j
5.208e-05       2.826e+01+1.339e-01j     -2.980e-08-2.019e-09j     -1.617e-01+1.175e-03j
5.223e-05       2.829e+01+1.315e-01j      5.960e-08+2.301e-09j     -1.609e-01+1.150e-03j
5.237e-05       2.832e+01+1.291e-01j      2.980e-08+3.082e-09j     -1.602e-01+1.126e-03j
5.251e-05       2.836e+01+1.267e-01j      2.980e-08-4.227e-10j     -1.595e-01+1.103e-03j
5.266e-05       2.839e+01+1.243e-01j     -8.941e-08+1.707e-09j     -1.588e-01+1.079e-03j
5.280e-05       2.842e+01+1.220e-01j      5.960e-08-2.065e-10j     -1.581e-01+1.056e-03j
5.295e-05       2.845e+01+1.197e-01j      0.000e+00+4.184e-10j     -1.573e-01+1.034e-03j
5.309e-05       2.849e+01+1.175e-01j     -2.980e-08-3.898e-09j     -1.566e-01+1.011e-03j
5.323e-05       2.852e+01+1.153e-01j     -2.980e-08-2.433e-09j     -1.559e-01+9.895e-04j
5.338e-05       2.855e+01+1.131e-01j      0.000e+00-9.707e-10j     -1.552e-01+9.680e-04j
5.352e-05       2.858e+01+1.109e-01j     -1.490e-07-3.169e-10j     -1.545e-01+9.468e-04j
5.366e-05       2.861e+01+1.087e-01j      0.000e+00-2.807e-09j     -1.539e-01+9.259e-04j
5.381e-05       2.865e+01+1.066e-01j      2.980e-08+1.697e-09j     -1.532e-01+9.054e-04j
5.395e-05       2.868e+01+1.045e-01j      2.980e-08+1.377e-09j     -1.525e-01+8.852e-04j
5.410e-05       2.871e+01+1.024e-01j     -2.980e-08-2.143e-09j     -1.518e-01+8.654e-04j
5.424e-05       2.874e+01+1.004e-01j      5.960e-08-1.828e-10j     -1.511e-01+8.459e-04j
5.438e-05       2.877e+01+9.837e-02j      2.980e-08+1.697e-09j     -1.505e-01+8.267e-04j
5.453e-05       2.881e+01+9.638e-02j      0.000e+00-9.192e-10j     -1.498e-01+8.078e-04j
5.467e-05       2.884e+01+9.441e-02j     -5.960e-08+1.751e-09j     -1.491e-01+7.892e-04j
5.482e-05       2.887e+01+9.246e-02j     -5.960e-08-9.589e-10j     -1.485e-01+7.709e-04j
5.496e-05       2.890e+01+9.054e-02j      0.000e+00-1.725e-10j     -1.478e-01+7.529e-04j
5.510e-05       2.893e+01+8.865e-02j      5.960e-08+2.423e-09j     -1.472e-01+7.352e-04j
5.525e-05       2.897e+01+8.677e-02j     -5.960e-08-3.749e-10j     -1.465e-01+7.178e-04j
5.539e-05       2.900e+01+8.493e-02j      5.960e-08+3.321e-09j     -1.459e-01+7.007e-04j
5.554e-05       2.903e+01+8.310e-02j     -5.960e-08-3.418e-09j     -1.453e-01+6.839e-04j
5.568e-05       2.906e+01+8.130e-02j      5.960e-08-1.723e-09j     -1.446e-01+6.673e-04j
5.582e-05       2.909e+01+7.952e-02j     -5.960e-08-1.006e-09j     -1.440e-01+6.510e-04j
5.597e-05       2.912e+01+7.776e-02j      0.000e+00+2.904e-09j     -1.434e-01+6.350e-04j
5.611e-05       2.916e+01+7.603e-02j     -5.960e-08-3.851e-09j     -1.427e-01+6.192e-04j
5.625e-05       2.919e+01+7.432e-02j      1.192e-07+8.119e-09j     -1.421e-01+6.038e-04j
5.640e-05       2.922e+01+7.263e-02j      1.192e-07+4.989e-10j     -1.415e-01+5.885e-04j
5.654e-05       2.925e+01+7.096e-02j      5.960e-08+1.811e-09j     -1.409e-01+5.735e-04j
5.669e-05       2.928e+01+6.931e-02j      0.000e+00-4.455e-10j     -1.403e-01+5.588e-04j
5.683e-05       2.931e+01+6.768e-02j      5.960e-08+3.513e-09j     -1.397e-01+5.443e-04j
5.697e-05       2.934e+01+6.608e-02j     -5.960e-08-2.541e-09j     -1.391e-01+5.300e-04j
5.712e-05       2.937e+01+6.449e-02j      5.960e-08-5.735e-10j     -1.385e-01+5.160e-04j
5.726e-05       2.940e+01+6.293e-02j     -5.960e-08-2.557e-09j     -1.379e-01+5.023e-04j
5.741e-05       2.944e+01+6.139e-02j      1.192e-07-2.698e-09j     -1.373e-01+4.887e-04j
5.755e-05       2.947e+01+5.986e-02j     -5.960e-08-2.784e-09j     -1.367e-01+4.754e-04j
5.769e-05       2.950e+01+5.836e-02j     -5.960e-08-2.494e-09j     -1.361e-01+4.623e-04j
5.784e-05       2.953e+01+5.687e-02j      5.960e-08-2.393e-09j     -1.355e-01+4.494e-04j
5.798e-05       2.956e+01+5.541e-02j      5.960e-08+2.196e-09j     -1.350e-01+4.367e-04j
5.812e-05       2.959e+01+5.396e-02j     -1.192e-07-3.831e-09j     -1.344e-01+4.243e-04j
5.827e-05       2.962e+01+5.253e-02j     -5.960e-08-2.981e-09j     -1.338e-01+4.120e-04j
5.841e-05       2.965e+01+5.113e-02j      0.000e+00-5.255e-11j     -1.332e-01+4.000e-04j
5.856e-05       2.968e+01+4.973e-02j      0.000e+00+6.032e-10j     -1.327e-01+3.882e-04j
5.870e-05       2.971e+01+4.836e-02j     -5.960e-08-3.219e-09j     -1.321e-01+3.765e-04j
5.884e-05       2.974e+01+4.701e-02j      0.000e+00-5.627e-09j     -1.316e-01+3.651e-04j
5.899e-05       2.977e+01+4.567e-02j      5.960e-08+1.976e-09j     -1.310e-01+3.539e-04j
5.913e-05       2.980e+01+4.435e-02j      0.000e+00+7.354e-10j     -1.305e-01+3.428e-04j
5.928e-05       2.983e+01+4.305e-02j      0.000e+00-5.468e-10j     -1.299e-01+3.319e-04j
5.942e-05       2.986e+01+4.177e-02j      0.000e+00-1.315e-10j     -1.294e-01+3.213e-04j
5.956e-05       2.989e+01+4.050e-02j     -1.192e-07+7.274e-09j     -1.288e-01+3.108e-04j
5.971e-05       2.992e+01+3.925e-02j      1.192e-07-1.980e-09j     -1.283e-01+3.004e-04j
5.985e-05       2.995e+01+3.802e-02j     -5.960e-08-9.742e-10j     -1.277e-01+2.903e-04j
6.000e-05       2.998e+01+3.680e-02j      5.960e-08+2.374e-09j     -1.272e-01+2.803e-04j
6.014e-05       3.001e+01+3.560e-02j      5.960e-08+1.703e-09j     -1.267e-01+2.705e-04j
6.028e-05       3.004e+01+3.441e-02j     -5.960e-08-2.464e-09j     -1.261e-01+2.609e-04j
6.043e-05       3.007e+01+3.325e-02j     -5.960e-08-1.882e-09j     -1.256e-01+2.514e-04j
6.057e-05       3.010e+01+3.209e-02j     -5.960e-08-2.752e-09j     -1.251e-01+2.421e-04j
6.071e-05       3.013e+01+3.095e-02j      5.960e-08+1.850e-09j     -1.246e-01+2.330e-04j
6.086e-05       3.016e+01+2.983e-02j      0.000e+00+5.542e-09j     -1.241e-01+2.240e-04j
6.100e-05       3.019e+01+2.872e-02j     -5.960e-08+2.511e-09j     -1.235e-01+2.152e-04j
6.115e-05       3.022e+01+2.763e-02j      0.000e+00+5.062e-10j     -1.230e-01+2.065e-04j
6.129e-05       3.025e+01+2.655e-02j      0.000e+00+2.074e-10j     -1.225e-01+1.980e-04j
6.143e-05       3.028e+01+2.549e-02j      0.000e+00-7.308e-09j     -1.220e-01+1.896e-04j
6.158e-05       3.031e+01+2.444e-02j      0.000e+00-3.193e-10j     -1.215e-01+1.814e-04j
6.172e-05       3.034e+01+2.341e-02j      0.000e+00+1.157e-10j     -1.210e-01+1.733e-04j
6.187e-05       3.037e+01+2.239e-02j      1.192e-07+4.020e-09j     -1.205e-01+1.654e-04j
6.201e-05       3.040e+01+2.138e-02j      5.960e-08-4.076e-09j     -1.200e-01+1.576e-04j
6.215e-05       3.043e+01+2.039e-02j     -1.788e-07+3.419e-10j     -1.195e-01+1.499e-04j
6.230e-05       3.045e+01+1.941e-02j     -5.960e-08-6.213e-10j     -1.190e-01+1.424e-04j
6.244e-05       3.048e+01+1.844e-02j     -5.960e-08+3.308e-09j     -1.185e-01+1.350e-04j
6.258e-05       3.051e+01+1.749e-02j      0.000e+00-1.065e-10j     -1.181e-01+1.277e-04j
6.273e-05       3.054e+01+1.655e-02j      1.192e-07+1.106e-09j     -1.176e-01+1.206e-04j
6.287e-05       3.057e+01+1.563e-02j     -5.960e-08-6.935e-09j     -1.171e-01+1.136e-04j
6.302e-05       3.060e+01+1.471e-02j      1.192e-07-5.928e-09j     -1.166e-01+1.067e-04j
6.316e-05       3.063e+01+1.381e-02j     -5.960e-08-1.802e-09j     -1.162e-01+9.994e-05j
6.330e-05       3.066e+01+1.292e-02j      5.960e-08+3.077e-10j     -1.157e-01+9.330e-05j
6.345e-05       3.069e+01+1.205e-02j     -5.960e-08+9.337e-10j     -1.152e-01+8.678e-05j
6.359e-05       3.071e+01+1.118e-02j     -5.960e-08-6.200e-09j     -1.147e-01+8.037e-05j
6.374e-05       3.074e+01+1.033e-02j      0.000e+00-3.667e-11j     -1.143e-01+7.408e-05j
6.388e-05       3.077e+01+9.492e-03j      0.000e+00-7.723e-10j     -1.138e-01+6.791e-05j
6.402e-05       3.080e+01+8.664e-03j      5.960e-08-3.895e-09j     -1.134e-01+6.185e-05j
6.417e-05       3.083e+01+7.848e-03j      0.000e+00-5.071e-11j     -1.129e-01+5.590e-05j
6.431e-05       3.086e+01+7.043e-03j     -1.192e-07-4.205e-09j     -1.125e-01+5.005e-05j
6.446e-05       3.088e+01+6.250e-03j      5.960e-08-1.004e-09j     -1.120e-01+4.432e-05j
6.460e-05       3.091e+01+5.468e-03j     -5.960e-08-1.483e-09j     -1.116e-01+3.868e-05j
6.474e-05       3.094e+01+4.697e-03j      5.960e-08+1.023e-09j     -1.111e-01+3.316e-05j
6.489e-05       3.097e+01+3.937e-03j      0.000e+00-6.203e-09j     -1.107e-01+2.773e-05j
6.503e-05       3.100e+01+3.188e-03j      0.000e+00+3.294e-11j     -1.102e-01+2.240e-05j
6.517e-05       3.103e+01+2.449e-03j      5.960e-08+1.570e-09j     -1.098e-01+1.717e-05j
6.532e-05       3.105e+01+1.721e-03j      0.000e+00-6.580e-10j     -1.093e-01+1.204e-05j
6.546e-05       3.108e+01+1.004e-03j      0.000e+00-7.064e-12j     -1.089e-01+7.007e-06j
6.561e-05       3.111e+01+2.964e-04j      5.960e-08-4.430e-09j     -1.085e-01+2.065e-06j
6.575e-05       3.114e+01-4.006e-04j      5.960e-08+1.477e-09j     -1.080e-01-2.784e-06j
6.589e-05       3.116e+01-1.087e-03j      0.000e+00-4.682e-09j     -1.076e-01-7.542e-06j
6.604e-05       3.119e+01-1.764e-03j      0.000e+00+1.310e-11j     -1.072e-01-1.221e-05j
6.618e-05       3.122e+01-2.432e-03j      0.000e+00-2.885e-12j     -1.068e-01-1.679e-05j
6.633e-05       3.125e+01-3.089e-03j      0.000e+00-8.216e-12j     -1.063e-01-2.128e-05j
6.647e-05       3.127e+01-3.737e-03j      0.000e+00-8.414e-11j     -1.059e-01-2.569e-05j
6.661e-05       3.130e+01-4.375e-03j      5.960e-08+1.352e-09j     -1.055e-01-3.002e-05j
6.676e-05       3.133e+01-5.004e-03j     -5.960e-08+1.555e-10j     -1.051e-01-3.426e-05j
6.690e-05       3.136e+01-5.624e-03j      1.788e-07+9.579e-10j     -1.047e-01-3.842e-05j
6.705e-05       3.138e+01-6.235e-03j     -5.960e-08+5.175e-10j     -1.043e-01-4.250e-05j
6.719e-05       3.141e+01-6.836e-03j     -5.960e-08-1.296e-09j     -1.039e-01-4.650e-05j
6.733e-05       3.144e+01-7.429e-03j      5.960e-08-2.703e-10j     -1.035e-01-5.042e-05j
6.748e-05       3.147e+01-8.013e-03j     -1.192e-07-2.770e-09j     -1.031e-01-5.427e-05j
6.762e-05       3.149e+01-8.588e-03j      0.000e+00+2.879e-11j     -1.027e-01-5.804e-05j
6.776e-05       3.152e+01-9.154e-03j     -5.960e-08+1.552e-09j     -1.023e-01-6.174e-05j
6.791e-05       3.155e+01-9.712e-03j      0.000e+00+4.124e-11j     -1.019e-01-6.536e-05j
6.805e-05       3.157e+01-1.026e-02j     -5.960e-08-2.445e-09j     -1.015e-01-6.892e-05j
6.820e-05       3.160e+01-1.080e-02j      1.192e-07+1.315e-09j     -1.011e-01-7.240e-05j
6.834e-05       3.163e+01-1.134e-02j      1.192e-07+2.320e-09j     -1.007e-01-7.581e-05j
6.848e-05       3.165e+01-1.186e-02j      0.000e+00+2.267e-10j     -1.003e-01-7.916e-05j
6.863e-05       3.168e+01-1.238e-02j      1.192e-07-1.301e-10j     -9.989e-02-8.244e-05j
6.877e-05       3.171e+01-1.289e-02j      0.000e+00-5.537e-11j     -9.951e-02-8.565e-05j
6.892e-05       3.173e+01-1.339e-02j      5.960e-08-1.782e-10j     -9.912e-02-8.879e-05j
6.906e-05       3.176e+01-1.388e-02j     -5.960e-08-2.919e-09j     -9.874e-02-9.188e-05j
6.920e-05       3.179e+01-1.437e-02j     -1.192e-07-1.985e-09j     -9.836e-02-9.490e-05j
6.935e-05       3.181e+01-1.485e-02j      0.000e+00+2.556e-11j     -9.798e-02-9.785e-05j
6.949e-05       3.184e+01-1.532e-02j     -1.192e-07+9.140e-11j     -9.761e-02-1.008e-04j
6.963e-05       3.187e+01-1.578e-02j     -5.960e-08+1.270e-09j     -9.723e-02-1.036e-04j
6.978e-05       3.189e+01-1.624e-02j      1.192e-07+1.993e-09j     -9.686e-02-1.064e-04j
6.992e-05       3.192e+01-1.669e-02j     -5.960e-08-5.582e-10j     -9.649e-02-1.091e-04j
7.007e-05       3.194e+01-1.713e-02j     -1.192e-07+2.579e-09j     -9.612e-02-1.117e-04j
7.021e-05       3.197e+01-1.757e-02j     -5.960e-08-3.569e-09j     -9.575e-02-1.144e-04j
7.035e-05       3.200e+01-1.800e-02j      0.000e+00+2.103e-09j     -9.539e-02-1.169e-04j
7.050e-05       3.202e+01-1.842e-02j     -1.192e-07+1.011e-09j     -9.502e-02-1.194e-04j
7.064e-05       3.205e+01-1.883e-02j      5.960e-08+1.208e-09j     -9.466e-02-1.218e-04j
7.079e-05       3.207e+01-1.924e-02j      5.960e-08-5.814e-10j     -9.430e-02-1.242e-04j
7.093e-05       3.210e+01-1.964e-02j     -1.788e-07-2.156e-09j     -9.395e-02-1.266e-04j
7.107e-05       3.213e+01-2.004e-02j      2.384e-07-7.868e-11j     -9.359e-02-1.289e-04j
7.122e-05       3.215e+01-2.043e-02j      2.384e-07+2.042e-09j     -9.324e-02-1.311e-04j
7.136e-05       3.218e+01-2.081e-02j      1.788e-07+3.026e-09j     -9.288e-02-1.333e-04j
7.151e-05       3.220e+01-2.119e-02j     -2.384e-07+2.307e-09j     -9.253e-02-1.354e-04j
7.165e-05       3.223e+01-2.156e-02j     -1.192e-07+3.967e-10j     -9.218e-02-1.375e-04j
7.179e-05       3.225e+01-2.192e-02j      1.192e-07+2.518e-09j     -9.184e-02-1.396e-04j
7.194e-05       3.228e+01-2.228e-02j     -5.960e-08-9.571e-10j     -9.149e-02-1.415e-04j
7.208e-05       3.231e+01-2.263e-02j     -2.980e-07+8.204e-10j     -9.115e-02-1.435e-04j
7.222e-05       3.233e+01-2.298e-02j     -1.192e-07-5.791e-10j     -9.080e-02-1.454e-04j
7.237e-05       3.236e+01-2.332e-02j      0.000e+00+1.193e-10j     -9.046e-02-1.473e-04j
7.251e-05       3.238e+01-2.365e-02j     -1.788e-07-1.237e-09j     -9.013e-02-1.491e-04j
7.266e-05       3.241e+01-2.398e-02j     -5.960e-08-3.655e-10j     -8.979e-02-1.509e-04j
